date,NFCI,ANFCI,Risk,Credit,Leverage,Nonfinancial_Leverage
2018-03-16,-0.507312405803962,-0.468022571575446,-0.525227092809076,-0.035694690259503,-0.73848000803152,-0.449187351972669
2018-03-23,-0.499817050922304,-0.449878720559195,-0.519142510091689,-0.0287913294624996,-0.75084018870956,-0.441905976960122
2018-03-30,-0.498216232996366,-0.438989392409417,-0.519635229284992,-0.0255160384430697,-0.754217359146738,-0.434845556696291
2018-04-06,-0.501880298972023,-0.436780948366036,-0.525686468120441,-0.0258187560173087,-0.747461493108885,-0.428056814051629
2018-04-13,-0.511970685889695,-0.447862101017474,-0.537990909303866,-0.029486219487737,-0.729464799984304,-0.42159829729359
2018-04-20,-0.526237635771295,-0.468262501351084,-0.554622329730962,-0.0355022502347531,-0.699503074315756,-0.415512037959697
2018-04-27,-0.539759746363096,-0.488930608397269,-0.572118784689406,-0.0420013190206648,-0.657232444056224,-0.409835696506072
2018-05-04,-0.551749073013347,-0.506496864841401,-0.589051170755526,-0.0484479289920653,-0.603503814252539,-0.404595179676082
2018-05-11,-0.560912588208989,-0.5183001998064,-0.603397431241568,-0.0541897580346095,-0.540459046280397,-0.399803532141959
2018-05-18,-0.565764132913018,-0.523255712459755,-0.613736067758541,-0.0587425980856661,-0.470063209204921,-0.395461681822956
2018-05-25,-0.56540409073833,-0.521778203442043,-0.618720643030628,-0.0617561608087886,-0.395836936067201,-0.391559587742412
2018-06-01,-0.560547953076023,-0.516744463442047,-0.618620039225336,-0.0633278591297422,-0.32136996459492,-0.388076821747335
2018-06-08,-0.554766937961261,-0.511390858303566,-0.616018550951254,-0.064030990982249,-0.250483292838758,-0.384984637239778
2018-06-15,-0.54794881918034,-0.504774569675382,-0.611877849144224,-0.0637912048978232,-0.185533032545328,-0.38224737752423
2018-06-22,-0.542135877132492,-0.498740127917852,-0.608457335091898,-0.0631146956800413,-0.128319572488367,-0.379824005522132
2018-06-29,-0.538975000541934,-0.49515690403036,-0.607188244850213,-0.0625271826966968,-0.0802873805476608,-0.377671493554742
2018-07-06,-0.540181640768547,-0.498918717841671,-0.609970416875728,-0.0627615878054888,-0.0408703710612886,-0.375745910751746
2018-07-13,-0.545604423012833,-0.510283300961726,-0.616669997424848,-0.0642694307000812,-0.0089198104760187,-0.374001721321032
2018-07-20,-0.553603332061994,-0.527965395180173,-0.626317146987505,-0.066662878584561,0.0172423512063863,-0.372396551884913
2018-07-27,-0.56274775038478,-0.549252886957697,-0.638412913714914,-0.0693711469105098,0.0396467296081702,-0.370891281096597
2018-08-03,-0.571938054640518,-0.569313251410426,-0.651403811205249,-0.0723866479840401,0.0604364511496146,-0.369449815238313
2018-08-10,-0.581039485260739,-0.584657340230155,-0.664528566478215,-0.0757035852445836,0.0811196656393659,-0.368041968857427
2018-08-17,-0.588072997230269,-0.592918250295232,-0.676039336215212,-0.0786851424746254,0.10280188602918,-0.366644114600521
2018-08-24,-0.593877059896953,-0.597167162957476,-0.68582505597454,-0.0817033935044956,0.126189218089068,-0.365239962445908
2018-08-31,-0.597911559526804,-0.601220594697081,-0.692909774402402,-0.0846114672408812,0.15103947199526,-0.363821809389786
2018-09-07,-0.600074190252135,-0.607385398256379,-0.697052401252351,-0.0872991201439669,0.17700104748202,-0.362391011776794
2018-09-14,-0.600368380660129,-0.615494211689789,-0.698076374554832,-0.0895437590091929,0.202995406200534,-0.360958799370799
2018-09-21,-0.597724842314595,-0.62179520828861,-0.695659232687438,-0.0907050220040228,0.228415954690168,-0.359547240931413
2018-09-28,-0.593306679619688,-0.622766149215356,-0.689917658790306,-0.0905805388256873,0.251224246062062,-0.358187888694086
2018-10-05,-0.586538172338946,-0.617094571371421,-0.680847808683865,-0.0889401257767536,0.271455789528841,-0.35691903906302
2018-10-12,-0.576547241181402,-0.603741768268306,-0.668300121272715,-0.0849571765955465,0.288885482301811,-0.35579159658595
2018-10-19,-0.565343353311529,-0.589819840453758,-0.654121134784046,-0.0785566789366038,0.303325439322968,-0.354855557635429
2018-10-26,-0.551920374332495,-0.577430590058772,-0.638043997374107,-0.0692983865317174,0.315057519684395,-0.354164449314327
2018-11-02,-0.536819161086155,-0.568367159837854,-0.621037513042628,-0.0569868038575868,0.323978677450039,-0.353772520057067
2018-11-09,-0.520937131046988,-0.560645625458578,-0.604166489281369,-0.0420641919487848,0.330083209963149,-0.353732999779988
2018-11-16,-0.501738062952607,-0.545588283002215,-0.587034253369972,-0.0240985832482847,0.333695692142769,-0.354096732202371
2018-11-23,-0.480697933139238,-0.521030605743715,-0.570188364081209,-0.0047014427583799,0.333898909029022,-0.354912047935104
2018-11-30,-0.460625536932048,-0.489797827402869,-0.555458798842437,0.014253169323599,0.329653500246578,-0.356223758789155
2018-12-07,-0.441679918181648,-0.455612554570363,-0.542959589476245,0.0312327603426006,0.32039722385997,-0.358072975060801
2018-12-14,-0.428396739707509,-0.430287350225342,-0.535131873421752,0.043980843179579,0.304475473993783,-0.360497147858316
2018-12-21,-0.422453586378286,-0.419529601027849,-0.532866628282721,0.0513606267955061,0.280971614188428,-0.363529377764154
2018-12-28,-0.425838692905647,-0.425094224363351,-0.536693163103516,0.0519411594623886,0.25007270432324,-0.367197054741684
2019-01-04,-0.438764264887684,-0.444051882119828,-0.548119735447814,0.0465130870440139,0.212762181573471,-0.371525761055998
2019-01-11,-0.458610526069726,-0.465992566964539,-0.564309125789843,0.0353664364739998,0.171360914077333,-0.376534389848312
2019-01-18,-0.482057251403513,-0.487723415520323,-0.583949595818378,0.0211530987128348,0.127420919964289,-0.382234593007098
2019-01-25,-0.506375751251498,-0.506445335898628,-0.605356360064773,0.0055067399736216,0.083706148760832,-0.388632901135181
