Date,btc_close,btc_r0,btc_r1,btc_r2,btc_r3,btc_r5,btc_r7,btc_r9,spx_close,spx_r0,spx_r1,spx_r2,spx_r3,spx_r5,spx_r7,spx_r9,zt_close,zt_r0,zt_r1,zt_r2,zt_r3,zt_r5,zt_r7,zt_r9,NFCI,mps,MPS_ORTH,MP_median,CBI_median,s_Overall,s_Households,s_Firms,s_Financial_Sector,s_Government,s_Central_Bank
2022-03-16,41142.76,0.046,0.041,0.061,0.072,0.043,0.088,0.12,4357.86,0.016,0.028,0.04,0.04,0.04,0.038,0.058,107.051,-0.002,-0.002,-0.002,-0.002,-0.005,-0.005,-0.007,-0.391,0.138,0.081,0.093,0.005,-0.155,0.101,-0.1,-0.321,-0.231,-0.262
2022-05-04,39685.23,0.05,-0.032,-0.047,-0.062,-0.227,-0.263,-0.255,4300.17,0.028,-0.008,-0.014,-0.014,-0.046,-0.061,-0.038,105.586,0.003,0.001,0.002,0.002,0.003,0.003,0.004,-0.336,-0.023,-0.047,-0.007,-0.025,-0.187,-0.137,0.018,-0.586,-0.25,-0.131
2022-06-15,22555.27,0.021,-0.08,-0.077,-0.152,-0.071,-0.101,-0.04,3789.99,0.007,-0.026,-0.024,-0.024,-0.024,-0.001,0.038,104.672,0.002,0.003,0.003,0.003,0.003,0.006,0.006,-0.212,0.094,0.081,0.046,0.031,-0.298,-0.136,-0.324,-0.439,0.0,-0.333
2022-07-27,22969.04,0.077,0.115,0.112,0.106,0.091,0.071,0.092,4023.61,0.018,0.03,0.044,0.044,0.041,0.05,0.048,105.102,0.001,0.003,0.003,0.003,0.002,-0.001,-0.004,-0.202,0.01,0.001,-0.006,0.0,-0.308,-0.208,-0.096,-0.381,-0.5,-0.423
2022-09-21,18466.0,-0.022,0.027,0.022,0.002,0.018,0.028,0.029,3789.93,-0.021,-0.03,-0.047,-0.047,-0.058,-0.04,-0.077,103.293,-0.001,-0.004,-0.005,-0.005,-0.006,-0.003,-0.004,-0.152,0.135,0.118,0.126,-0.034,-0.325,-0.206,-0.184,-0.484,-0.111,-0.449
2022-11-02,20154.0,-0.016,-0.013,0.032,0.039,0.005,-0.255,-0.186,3759.69,-0.024,-0.035,-0.022,-0.022,-0.012,-0.027,0.036,102.039,-0.0,-0.003,-0.002,-0.002,-0.004,-0.001,0.003,-0.127,-0.079,-0.082,-0.08,0.003,-0.487,-0.351,-0.436,-0.583,-0.143,-0.554
2022-12-14,17803.0,0.002,-0.023,-0.066,-0.057,-0.077,-0.055,-0.057,3995.32,-0.005,-0.03,-0.041,-0.041,-0.051,-0.035,-0.043,102.816,-0.001,-0.001,-0.0,-0.0,-0.001,-0.0,-0.002,-0.191,0.091,0.079,0.111,-0.024,-0.364,-0.282,-0.207,-0.609,0.143,-0.439
2023-02-01,23735.0,0.026,0.016,0.013,0.008,-0.016,-0.008,-0.067,4119.21,0.012,0.027,0.016,0.016,0.01,0.012,0.005,103.012,0.002,0.002,-0.002,-0.002,-0.005,-0.005,-0.006,-0.309,0.026,0.008,-0.003,0.013,-0.298,-0.233,-0.172,-0.447,-0.333,-0.345
2023-03-22,27320.0,-0.031,0.006,-0.025,-0.025,-0.038,0.006,0.01,3936.97,-0.016,-0.013,-0.008,-0.008,-0.006,0.006,0.026,103.219,0.002,0.005,0.006,0.006,0.001,0.0,0.0,-0.178,-0.06,-0.056,-0.031,0.003,-0.377,-0.234,-0.217,-0.381,-0.333,-0.494
2023-05-03,29033.0,0.012,0.006,0.03,0.008,-0.035,-0.038,-0.067,4090.75,-0.008,-0.015,0.003,0.003,0.004,0.004,0.0,103.32,0.001,0.005,0.001,0.001,-0.001,0.001,-0.001,-0.194,0.031,0.05,0.002,0.016,-0.433,-0.182,-0.333,-0.41,-0.455,-0.586
2023-06-14,25127.0,-0.032,-0.014,0.015,0.022,0.034,0.146,0.169,4372.59,0.001,0.014,0.01,0.01,0.01,-0.0,-0.004,101.852,-0.0,0.001,0.001,0.001,0.001,0.001,0.0,-0.218,0.098,0.081,0.068,-0.015,-0.388,-0.2,-0.208,-0.508,-0.455,-0.507
2023-07-26,29354.0,0.004,-0.0,0.003,0.005,0.0,-0.002,-0.005,4566.75,0.002,-0.005,0.005,0.005,0.007,-0.01,-0.018,101.645,0.001,-0.001,-0.001,-0.001,-0.0,-0.001,0.001,-0.266,0.014,0.001,-0.003,0.007,-0.271,-0.049,0.128,-0.36,-0.5,-0.466
2023-09-20,27128.0,-0.003,-0.024,-0.024,-0.024,-0.034,-0.032,-0.011,4402.2,-0.011,-0.028,-0.03,-0.03,-0.026,-0.041,-0.038,101.312,-0.0,-0.001,-0.0,-0.0,0.0,0.0,0.001,-0.337,0.087,0.087,0.036,0.016,-0.296,-0.059,-0.222,-0.509,-0.333,-0.372
2023-11-01,35440.0,0.022,0.008,0.002,0.012,0.011,0.028,0.074,4237.86,0.009,0.027,0.037,0.037,0.038,0.042,0.05,101.406,0.002,0.002,0.005,0.005,0.003,0.003,0.0,-0.289,-0.006,0.007,-0.008,-0.006,-0.359,0.086,-0.067,-0.534,-0.818,-0.525
2023-12-13,42888.0,0.033,0.037,0.011,0.018,0.028,0.051,0.059,4707.09,0.013,0.016,0.016,0.016,0.02,0.011,0.023,102.359,0.004,0.006,0.004,0.004,0.005,0.007,0.008,-0.343,-0.082,-0.057,-0.065,0.013,-0.315,0.229,0.091,-0.469,-0.2,-0.654
2024-01-31,42558.0,-0.009,0.003,0.006,0.001,-0.007,0.032,0.094,4845.65,-0.011,0.001,0.012,0.012,0.009,0.019,0.026,102.828,0.002,0.002,-0.001,-0.001,-0.003,-0.002,-0.003,-0.399,,,,,-0.081,0.075,0.02,0.036,0.455,-0.311
2024-03-20,67872.0,0.092,0.056,0.03,0.033,0.121,0.114,0.121,5224.62,0.008,0.011,0.01,0.01,0.007,0.013,0.014,102.246,0.0,0.0,0.001,0.001,0.0,0.0,-0.001,-0.44,,,,,-0.185,0.043,-0.1,-0.4,0.143,-0.259
2024-05-01,58256.0,-0.04,-0.025,0.037,0.053,0.041,0.009,0.003,5018.39,-0.002,0.007,0.019,0.019,0.03,0.031,0.038,101.512,0.002,0.003,0.004,0.004,0.004,0.003,0.003,-0.415,,,,,-0.291,-0.2,-0.179,-0.435,0.0,-0.355
2024-06-12,68243.0,0.014,-0.009,-0.02,-0.017,-0.012,-0.036,-0.049,5421.03,0.002,0.005,0.004,0.004,0.012,0.014,0.01,101.898,0.001,0.003,0.002,0.002,0.002,0.003,0.002,-0.406,,,,,-0.18,0.017,0.194,-0.472,-0.333,-0.418
2024-07-31,64612.0,-0.024,-0.013,-0.074,-0.087,-0.203,-0.182,-0.084,5522.3,0.003,-0.011,-0.029,-0.029,-0.06,-0.057,-0.03,102.684,0.0,0.004,0.009,0.009,0.009,0.006,0.005,-0.365,,,,,-0.159,0.152,-0.154,-0.217,-0.222,-0.325
2024-09-18,61757.0,0.024,0.043,0.047,0.049,0.049,0.046,0.087,5618.26,-0.004,0.013,0.011,0.011,0.014,0.014,0.017,103.992,0.0,0.001,0.001,0.001,0.001,-0.001,0.001,-0.415,,,,,-0.097,-0.096,0.349,-0.514,0.091,-0.143
2024-11-07,75921.0,0.004,0.012,0.014,0.061,0.152,0.144,0.181,5973.1,0.004,0.008,0.008,0.008,0.006,0.0,-0.013,102.828,0.001,0.0,0.0,0.0,-0.001,-0.001,-0.001,-0.452,,,,,-0.181,0.233,0.277,-0.532,-0.789,-0.431
2024-12-18,100153.0,-0.059,-0.087,-0.083,-0.089,-0.114,-0.067,-0.12,5872.16,-0.029,-0.03,-0.02,-0.02,-0.012,-0.001,-0.013,102.691,0.0,0.001,0.001,0.001,0.001,0.001,0.001,-0.48,,,,,-0.219,-0.153,-0.014,-0.467,0.667,-0.329
2025-01-29,103747.0,0.024,0.033,0.011,-0.006,0.002,-0.047,-0.048,6039.31,-0.003,0.002,-0.003,-0.003,-0.01,0.001,-0.005,102.844,-0.001,-0.0,-0.001,-0.001,-0.001,-0.0,-0.002,-0.507,,,,,-0.19,-0.08,0.111,-0.324,0.0,-0.278
2025-03-19,86868.0,0.049,0.018,0.016,0.014,0.057,0.05,0.02,5675.29,0.008,0.005,0.006,0.006,0.024,0.014,-0.009,103.363,0.002,0.002,0.002,0.002,0.001,0.001,0.003,-0.447,,,,,-0.325,-0.023,-0.483,-0.479,-0.474,-0.343
